unnamed: 0,master_sort,old_sort,coral_id,site,code,type,search_term,lowest_level,cafi_size_mm,measurement,alt_size_mm,alt_measurement,extraction_method,photo_num,id_certainty,general_notes,identification_notes,revised_yn,revision_date,identified_by,revised_by,previous_name,worms_id,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,genus,species,coral_id_numeric,site_numeric,code_numeric,type_numeric,search_term_numeric,lowest_level_numeric,cafi_size_mm_numeric,measurement_numeric,alt_size_mm_numeric,alt_measurement_numeric,extraction_method_numeric,photo_num_numeric,id_certainty_numeric,general_notes_numeric,identification_notes_numeric,revised_yn_numeric,revision_date_numeric,identified_by_numeric,revised_by_numeric,previous_name_numeric,phylum_numeric,subphylum_numeric,superclass_numeric,class_numeric,subclass_numeric,superorder_numeric,order_numeric,suborder_numeric,infraorder_numeric,superfamily_numeric,family_numeric,subfamily_numeric,genus_numeric,species_numeric
116,788.0,778.0,HAU-POC02,HAU01,ALLO,shrimp,Alpheus lottini,species,28.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,812.0,802.0,HAU-POC03,HAU01,ALLO,shrimp,Alpheus lottini,species,11,rostrum_to_tail,,,clove,Unknown Shrimp 304,certain,,,y,3-Nov,AP,AP,possible_lottini,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,870.0,860.0,HAU-POC04,HAU02,ALLO,shrimp,Alpheus lottini,species,7,rostrum_to_tail,,,clove,Unknown Shrimp 321,certain,,,y,15-Oct,AP,AP,orange_tiger_alpheus,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,871.0,861.0,HAU-POC04,HAU02,ALLO,shrimp,Alpheus lottini,species,14,rostrum_to_tail,,,clove,Unknown Shrimp 332,certain,,,y,17-Oct,AP,AP,possible_lottini,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,872.0,862.0,HAU-POC04,HAU02,ALLO,shrimp,Alpheus lottini,species,10,rostrum_to_tail,,,clove,Unknown Shrimp 333,certain,,,y,17-Oct,AP,AP,possible_lottini,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,876.0,866.0,HAU-POC05,HAU02,ALLO,shrimp,Alpheus lottini,species,29.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,877.0,867.0,HAU-POC05,HAU02,ALLO,shrimp,Alpheus lottini,species,25.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,894.0,884.0,HAU-POC06,HAU02,ALLO,shrimp,Alpheus lottini,species,21.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,916.0,906.0,HAU-POC07,HAU03,ALLO,shrimp,Alpheus lottini,species,25.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,917.0,907.0,HAU-POC07,HAU03,ALLO,shrimp,Alpheus lottini,species,25.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,928.0,918.0,HAU-POC08,HAU03,ALLO,shrimp,Alpheus lottini,species,24.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,929.0,919.0,HAU-POC08,HAU03,ALLO,shrimp,Alpheus lottini,species,21.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,935.0,925.0,HAU-POC09,HAU03,ALLO,shrimp,Alpheus lottini,species,20.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,936.0,926.0,HAU-POC09,HAU03,ALLO,shrimp,Alpheus lottini,species,20.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,977.0,967.0,HAU-POC10,HAU04,ALLO,shrimp,Alpheus lottini,species,29.1,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,978.0,968.0,HAU-POC10,HAU04,ALLO,shrimp,Alpheus lottini,species,29.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1111.0,1101.0,HAU-POC10,HAU04,ALLO,shrimp,Alpheus lottini,species,9,rostrum_to_tail,,,clove,ALLO 1,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,1005.0,995.0,HAU-POC11,HAU04,ALLO,shrimp,Alpheus lottini,species,33.4,rostrum_to_tail,,,clove,,certain,voucher,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,1148.0,1138.0,HAU-POC11,HAU04,ALLO,shrimp,Alpheus lottini,species,5,rostrum_to_tail,,,clove,Unknown Shrimp 362,certain,possible lottini,,y,17-Oct,AP,AP,purple_alph,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1059.0,1049.0,HAU-POC14,HAU05,ALLO,shrimp,Alpheus lottini,species,19,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1060.0,1050.0,HAU-POC14,HAU05,ALLO,shrimp,Alpheus lottini,species,13.9,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1073.0,1063.0,HAU-POC15,HAU05,ALLO,shrimp,Alpheus lottini,species,22.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,1074.0,1064.0,HAU-POC15,HAU05,ALLO,shrimp,Alpheus lottini,species,22.6,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,1082.0,1072.0,HAU-POC16,HAU05,ALLO,shrimp,Alpheus lottini,species,26.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1083.0,1073.0,HAU-POC16,HAU05,ALLO,shrimp,Alpheus lottini,species,23.8,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1094.0,1084.0,HAU-POC17,HAU06,ALLO,shrimp,Alpheus lottini,species,19.8,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,1095.0,1085.0,HAU-POC17,HAU06,ALLO,shrimp,Alpheus lottini,species,10.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,1243.0,1233.0,HAU-POC18,HAU06,ALLO,shrimp,Alpheus lottini,species,11,rostrum_to_tail,,,clove,ALLO9,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1247.0,1237.0,HAU-POC18,,ALLO,shrimp,Alpheus lottini,species,14.5,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1248.0,1238.0,HAU-POC18,,ALLO,shrimp,Alpheus lottini,species,17.8,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,1255.0,1245.0,HAU-POC19,,ALLO,shrimp,Alpheus lottini,species,33.9,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1256.0,1246.0,HAU-POC19,,ALLO,shrimp,Alpheus lottini,species,27,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1324.0,1314.0,HAU-POC19,HAU07,ALLO,shrimp,Alpheus lottini,species,7,rostrum_to_tail,,,clove,ALLO 11,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,1293.0,1283.0,HAU-POC20,,ALLO,shrimp,Alpheus lottini,species,25.9,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1294.0,1284.0,HAU-POC20,,ALLO,shrimp,Alpheus lottini,species,24.9,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1295.0,1285.0,HAU-POC20,,ALLO,shrimp,Alpheus lottini,species,13.1,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1314.0,1304.0,HAU-POC21,,ALLO,shrimp,Alpheus lottini,species,14.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,1315.0,1305.0,HAU-POC21,,ALLO,shrimp,Alpheus lottini,species,25,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,2790.0,2780.0,HAU-POC22,,ALLO,shrimp,Alpheus lottini,species,7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,3699.0,3687.0,HAU-POC22,,ALLO,shrimp,Alpheus lottini,species,23.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3700.0,3688.0,HAU-POC22,,ALLO,shrimp,Alpheus lottini,species,27.2,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,3701.0,3689.0,HAU-POC22,,ALLO,shrimp,Alpheus lottini,species,11.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,3702.0,3690.0,HAU-POC22,,ALLO,shrimp,Alpheus lottini,species,9,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,3927.0,3915.0,HAU-POC23,,ALLO,shrimp,Alpheus lottini,species,12.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,3670.0,3658.0,HAU-POC25,,ALLO,shrimp,Alpheus lottini,species,23.2,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,3719.0,3707.0,HAU-POC25,,ALLO,shrimp,Alpheus lottini,species,22.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,3943.0,3931.0,HAU-POC26,,ALLO,shrimp,Alpheus lottini,species,16,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,3944.0,3932.0,HAU-POC26,,ALLO,shrimp,Alpheus lottini,species,16.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,3872.0,3860.0,HAU-POC27,,ALLO,shrimp,Alpheus lottini,species,6.8,rostrum_to_tail,,,smash,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,3953.0,3941.0,HAU-POC27,,ALLO,shrimp,Alpheus lottini,species,23.4,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,3954.0,3942.0,HAU-POC27,,ALLO,shrimp,Alpheus lottini,species,28,rostrum_to_tail,`,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3875.0,3863.0,HAU-POC28,,ALLO,shrimp,Alpheus lottini,species,17.1,rostrum_to_tail,,,smash,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,3878.0,3866.0,HAU-POC28,,ALLO,shrimp,Alpheus lottini,species,10,rostrum_to_tail,,,field,,certain,"observed, escaped",,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,3759.0,3747.0,HAU-POC29,,ALLO,shrimp,Alpheus lottini,species,20.7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3760.0,3748.0,HAU-POC29,,ALLO,shrimp,Alpheus lottini,species,13.3,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,3761.0,3749.0,HAU-POC29,,ALLO,shrimp,Alpheus lottini,species,14.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,3902.0,3890.0,HAU-POC32,,ALLO,shrimp,Alpheus lottini,species,31.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,3903.0,3891.0,HAU-POC32,,ALLO,shrimp,Alpheus lottini,species,33.4,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3794.0,3782.0,HAU-POC33,,ALLO,shrimp,Alpheus lottini,species,9.8,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,3795.0,3783.0,HAU-POC33,,ALLO,shrimp,Alpheus lottini,species,12.6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,2681.0,2671.0,HAU-POC34,,ALLO,shrimp,Alpheus lottini,species,7,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,2682.0,2672.0,HAU-POC34,,ALLO,shrimp,Alpheus lottini,species,6,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3625.0,3613.0,HAU-POC34,,ALLO,shrimp,Alpheus lottini,species,28.3,rostrum_to_tail,,,clove,,certain,gravid,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,3626.0,3614.0,HAU-POC34,,ALLO,shrimp,Alpheus lottini,species,26.2,rostrum_to_tail,,,clove,,certain,,,,,,,,210544.0,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Caridea,Alpheoidea,Alpheidae,,Alpheus,Alpheus lottini,,,,,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
